"ad_id","ad_subject","ad_body","ad_price"
11993897,"BMW Felgen original","4 Stück Original 15"" BMW- Felgen für X3
Felgen neu lackiert (ohne Schaden)
Winterbereifung 245/45/15"" mit 50% Profil",950
11993896,"Ecksofa (mit Schlaffunktion)","Design:
Ecksofa mit klarer Linienführung
Schlichte Eleganz im aktuellen Materialmix
Abgerundete Armlehnen mit Ziernähten aussen, Longchair beidseitig montierbar.
Funktion:
Schlaffunktion durch Vorzug der Sitzfläche
Komfortable Liegefläche für bis zu 2 Personen
Geräumiger Bettkasten bietet ausreichend Stauraum
Sitzkomfort:
Polsterung: Hochwertiger Polyätherschaum
Unterkonstruktion: Stabiles Holzgrundgestell
Bezug:
Strapazierfähiger Strukturstoff im Sitzbereich
Stoffzusammensetzung: 68% Polyester, 32% Polyacryl
Korpus mit weichem Kunstleder bezogen
Kunstleder aus 100% Polyurethan
Rundumbezug - daher frei im Raum stellbar
Masse im Detail:
Höhe ohne Kissen: 70 cm
Sitzhöhe: 41 cm
Sitztiefe (mit/ohne Kissen): 48/73 cm
Pflegehinweis:
Verschmutzungen mit feuchtem Baumwolltuch (ggf. mit milder Seife) abwischen
Flecken mit destilliertem Wasser austupfen
Keine scharfen Haushaltsreiniger verwenden
Versand und Montage:
Lieferumfang: Ecksofa inkl. 3 Rückenkissen und 2 Zierkissen.

1 Fleck auf Sitzfläche, noch nicht behandelt.
Neupreis: 1'199.- CHF (Kauf Juli 2014)
Preis verhandelbar, muss abgeholt werden",499
11993895,"EP Business-Notebook 6730b","Einfaches BusinessNotebook 6730b mit defektem Akku. Ansonsten funktioniert es tadellos.

Frisch installiertes Windows 10 Pro (aktiviert über Win7 Lizenz) auf einjähriger Samsung SSD mit 250GB.

Intel P8800 DualCore mit 2.66Ghz
4096 MB Arbeitsspeicher
250GB Samsung SSD
DVD Brenner und Webcam

Das Notebook ist installiert und kann sofort verwendet werden. Wie gesagt: Nur der Akku ist defekt...

Originalnerzteil von HP ist mit dabei.",150
11993894,"Game Boy Color mit 4 Spielen","Zu den Spielen: (Street fighter 2 Turbo,) (Skate Ort die Bad'n Rad,)(TonyHawk's Pro Skaters 3,) (Yoshi's Cookie,)",60
11993893,"sweet home regal shabby und haken","habe kein platz mehr;)
neu und ungebraucht",22
11993892,"wunderschöne Wabenbälle","Folgende Wabenbälle stehen zur Verfügung: 

- 8 x Creme Durchmesser 20 cm
- 8 x Pfirsich Durchmesser 25 cm
- 8 x Koralle Durchmesser 30 cm

inkl. Büroklammern und Satinband zum Aufhängen

Einmal gebraucht

Versand: plus CHF 9.-",72
11993891,"Jäckchen","Jäckchen mit Druckknöpfen.",8
11993890,"Brettspiel *Eine mit Weile"" & Mühle","Massives Holz-Brettspiel 3D inkl. Steine /
Handarbeit / Neupreis Fr. 400.00",49
11993889,"Pantaloni da uomo come nuova","""Pantaloni da uomo come nuova""

Herren-Hose !! Wie neu !! 
90% Wool/Wolle ,10% Silk/Seide 
Größe: 50
Farbe: wie Foto blau
Diese Hose ist wie neu, wurde ein/zweimal getragen nun habe ich etwas Bauch angesetzt.
 
Porto: SFr. 9.00
Zahlung: Im Voraus auf mein Postkonto
Versand:  Post 
Alle Angaben nach bestem Wissen und Gewissen und wie auf den Fotos!!
 
Schauen Sie doch einmal bei meinen anderen Angeboten vorbei, es könnte sich lohnen!",25
11993888,"Jacke Gr. 152 GAP","Gebrauchte und gut erhaltene Jacke aus Nichtraucherhaushalt ohne Haustiere.

Versand möglich.",10
11993887,"Whirlpool Kühlschrank","Kühlschrank etwa 9 Jahre alt, aber noch voll intakt. 90 Liter, davon 15 Gefrierfach",20
11993886,"Exclusiver Designer-Spiegel Holz/grau","Exclusiver Designer-Spiegel Holz/grau, neuwertig, wegen Haushaltauflösung günstig zu verkaufen, NP ca. 550.- Schubiger Möbel. Preis verhandelbar. Darf/muss in Bülach abgeholt werden. Danke!
",350
11993885,"Stepper K-Tec","Stepper K-Tec, fast nie gebraucht. Mit Digitalanzeige.
Muss Abgeholt werden.",80
11993884,"Top Bügeleisen Braun","Zu verschenken :-)

Voll funktionstüchtig, Dampfstoss, 1800W.

Nur Abholung in 8055 Zürich.",0
11993883,"AMPIO 4.5 con GIARDINO","A Camorino, frazione Vigana, facilmente raggiungibile ma lontano da traffico e confusione, proponiamo in affitto un appartamento di 4,5 locali ristrutturato
con bellissima vista sul piano di Magadino e sul lago. 
Lappartamento fa parte di un piccolo complesso di sole 3 unità abitative, è posto al 1° ed ultimo piano ed è così composto: 
* Ingresso con armadiatura a muro; 
* Cucina abitabile con angolo breakfast; 
* Grande soggiorno con camino angolare e uscita sul terrazzo con vista aperta; 
* 3 ampie e luminose camere di cui 2 con balcone; 
* 2 bagni (1 con vasca ergonomica ed 1 con ampia doccia); 
* Lavatrice-asciugatrice uso privato al piano -1, locale comune. 
* Grande giardino in uso esclusivo, recintato, con barbecue in cemento; 
* Due posti auto esterni scoperti; 
* Cantina

Lunità è stata recentemente ristrutturata, i pavimenti sono in ceramica (camere in parquet), riscaldamento a nafta con serpentine, serramenti in legno in ottimo stato con doppi vetri. 
Animali ammessi 
No lift

Vigana è una piccola località, posta sulle prime alture circostanti di Camorino, a prevalente destinazione residenziale ed agricola. Vi si trovano principalmente abitazioni monofamiliari, costruite nel rispetto della natura circostante che offre diverse opportunità di relax. 

Pigione mensile CHF 1'650 
Acconto spese CHF 250 
Cauzione 3 mensilità (possibilità Swisscaution) 
Contratto minimo 1 anno

Per ulteriori informazioni sig. Andrea Banfi T. 091 857 19 07",1650
11993882,"Lanterna in peltro","Ottimo stato",30
11993881,"Bodyspray von Victoria Secret und Neccesaire","Verkaufe 2 Necessaire von Victoria Secret und ein ganz neuer Bodyspray",20
11993879,"Wandbild","Modernes Oelbild in Blau, Schwarz gehalten.
Masse: H = 117 cm B = 150 cm. Neuwertiger Zustand.",50
11993878,"Red Brilliant 925 Ring","New Ring
6 7 8 9...",29
11993877,"V-ZUG Backofen Mit Kochfeld Bj 2012","V-ZUG Einbau Backofen mit Glaskeramik Kochfeld in sehr guten zustand und einwandfrei Funktion mit Energieklasse A Bj 2012.

Backofen Masse : H 76 / B 55 / T 58 .
Glaskeramik Kochfeld Masse : 58 X 51 .

LIEFERUNG + MONTAGE + ALT GERÄT ENTSORGEN BIS 100 KM GRATIS KOSTENLOS.

Bei uns Nikihaushaltsgeraete Familien Betrieb finden sie alles für Küche und Waschraum Preiswert.

Beratung & Verkauf & Montage & Reparatur - Service.

BESICHTIGUN GUND ABHOLUNG MONTGA BIS SONNTAG VON  8:00 - 20:00 UHR MÖGLICH IN 8862 SCHÜBELBACH OBERHÖFLISTRASSE 2.

Tel  G  :   079 691 32 31",890
11993876,"Fischer Price Little People Flighafen","neu",45
11993875,"Tapis à 100% laine","Tapis en bon état

dim

large 160 cm long 240 cm",30
11993873,"Kleid - 2","Kleid neu von Vero Moda Gr. S",12
11993872,"NEUE 3x Oel und Essig Glas Mundgeblasen","3x Oel und Essig Glas Mundgeblasen NEU
Habe 3 Stk. Oel und Essig Fläschli. Das Glas ist Mundgeblasen und wurden nie gebraucht.
Können auch einzeln gekauft werden Stückpreis 5.00 Fr.",15
11993871,"Kette","mit Holzperlen, kaum getragen, Versand muss selber bezahlt werden, kann abgeholt werden",5
11993870,"Turnschuhe Halbschuhe Gr 27","Lederschuhe der Marke ""Bären Schuhe"" Gr 27 mit Klettverschluss zu verkaufen.

Gebraucht, aber in gutem Zustand. Sohle einwandfrei. Wir sind ein tierloser Nichtraucher-Haushalt.

Kann in 6280 Hochdorf abgeholt oder gegen Porto von CHF 7.- versandt werden.",9
11993868,"KIA Picanto 1.1 Classic","Verkauf aufgrund Anschaffung eines geräumigeren Fahrzeugs.",5100
11993867,"Stiefelletten Neu","Stiefelletten zu verkaufen!
Neu!! noch mit Orginalverpackung
 grösse 39",15
11993866,"Uhren","Herren uhren, alle zusammen 20fr.",20
11993865,"Audi A4 Avant 1.8 TFSI quattro","4x4, Blocage de différentiel, Châssis sport, Clima, Aide au parking, CD, Contrôle de traction, ESP contrôle de stabilité, Sièges chauffants, Phares antibrouillard, Régulateur de vitesse, Système antidémarrage, Airbag, Airbags latéraux avant, Barres de toit, Climatisation automatique, Direction assistée, isofix, Phares xénon, Pneus hiver/été, Verrouillage central, Vitres électriques",17000
11993864,"Zwei grosse Spiegel für nur 10.-","Zwei grosse Spiegel günstig abzugeben.
Masse: 161cm hoch, 46cm breit (beide zusammen).

In Pratteln (direkt am Bhf) abzuholen.",10
11993863,"Yogatuch von Manduka","Sehr schönes Yogatuch von Manduka mit Farbverlauf, nie benutzt (muss in Buchs bei Aarau abgeholt werden)",10
11993862,"VW Golf 1.9 TDI Comfortline","Differentialsperre, Klima, CD, Einparkhilfe, Partikelfilter, Sitzheizung, Traktionskontrolle, Das Fahrzeug ist Serviceheft gepflegt und anfang diesen Jahres wurde der Service mit Wasserpumpu, Zahnriemen vom VW Händler durchgeführt. 

Es gibt einen leichten Schaden in der Tür, dieser kann durch eine Karrossierewerktatt oder tausch der Türe gerichtet werden. 

Das Fahrzeug ist ein Gargenfahrzeug.

Besichtigung und Probefahrt möglich., Alufelgen, Tempomat, Wegfahrsperre, ABS, Airbag, elektr.",7900
11993861,"VW T5 2.0 TDI Entry","98% Autobahn-km! Alle Service bei AMAG! Tempomat! Nutzlast 1152 kg! TOP-ZUSTAND!",9800
11993860,"Psp Kao Challengers ","Kao Challengers zu verkaufen für Sony PSP
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",5
11993859,"Mercedes-Benz A 160 L Elégance","Automat, Clima, Aide au parking, CD, Contrôle de traction, voiture prête pour la visite.
Amortisseurs, freins, échappement, comodo de phares remis à neuf., Jantes alu, Phares antibrouillard, Système antidémarrage, Airbag, Airbags latéraux avant, Direction assistée, Peinture métallisée, Pneus hiver/été, Verrouillage central, Vitres électriques",3430
11993858,"Audi A4 Cabriolet 3.0 V6","Verkauft wird ab Platz, ohne jegliche Gewährleistung und Garantie.",4500
11993857,"Garmin Fenix 3","Sapphire Edition, Titanium, gekauft im April 2016, Garantie noch bis April 2017

Hat auf dem Titanium Armband viele Kratzer.",500
11993856,"Mazda 6 2.3 16V T DISI MPS 4x4","4x4, Differentialsperre, Alarm, CD, Traktionskontrolle, Gepflegt auto ab MFK, sehr sauber (ohne rauche), Leder Ausstattung schwarz, BOSE sound mit AUX kabel, Xenon Lichtanlage, 6 Gang, 260 PS, Remus Sportauspuff (Eingetragen), Dachträger, Rote LED interior licht, Letzt MFK: 01.12.2015 mit 200,000km, Aktuel kilometer stand: 204,000km, Alufelgen, Tempomat, Wegfahrsperre, Airbag, elektr. Fensterheber, isofix, Klimaautomatik, Metallic, Seitenairbag vorne, Servolenkung, Xenon-Licht, Zentralverriegelu",5000
11993855,"4 Mikrofaserstühle pflegeleicht","2 rote und 2 graue Esstischstühle mit Chromstahlfüssen - inkl. 4 Hussen in Blau gratis dazu. Sehr gute Qualität. Zur Abholung.",120
11993854,"Mini Cooper S","TOP ZUSTAND, AB MFK & SERVICE, TOP ZUSTAND",4490
11993853,"suchen Sie unterstuzung allrund","ich habe Erfahrung als Maler gipser trockebau Umzug reinigungs Hauswart 
ich komme gerne auch zu helfen egal was Werktage ab 17 Uhr Wochenende bin ich immer frei  nur Marketing oder tel mache ich nicht gerne 
fal wen sie Interesse über mich Tel 
076.680.83.84 LG Z.M",NA
11993852,"Green Ring925 new","New Ring
6 7 8 9...",29
11993851,"Renault Modus 1.2 16V Authentique","Renault Modus 1.2, Frisch ab MFK, Klima, JG 2008, Tel. 079 345 66 33",2590
11993850,"betsofa","betsofa 3+2+2",850
11993849,"Sony Digitalkamera","Biete eine gebrauchte Sony Digitalkamera in gutem Zustand.

Bitte in Winterthur abholen.",70
11993848,"VW Passat Variant 2.0T FSI Premium Tiptronic","Automat, Differentialsperre, Leder, Alarm, CD, ESP, Sportsitze, Traktionskontrolle, Diebstahlwarnanlage, Park Distance Control vorne und hinten, Anhängerkupplung etc., guter Zustand und läuft sehr gut!, Alufelgen, Tempomat, Wegfahrsperre, Airbag, Dachreling, elektr. Fensterheber, isofix, Klimaautomatik, Reifendruckkontrolle, Seitenairbag vorne, Servolenkung, Xenon-Licht, Zentralverriegelung",6200
11993847,"BMW 545i","ALPINA LINE",6300
11993846,"NBA2K17 PS4","Neu",50
11993845,"VW Touran 2.0 TDI Highline","170 CV - boîte automatique - Hors scandale Volkswagen",12000
11993844,"Giacca","Vendo giacca
Ideale per cani di piccola taglia.
Acquistato in ingilterra e purtroppo al mio piccolo cucciolo di bassotto va stretta.
Si conglia quindi prima di provare.",59
11993843,"BMW 320d xDrive Touring Steptronic","4x4, Automat, Klima, CD, Einparkhilfe, Partikelfilter, Schiebedach, Traktionskontrolle, Alufelgen, Wegfahrsperre, Airbag, Dachreling, elektr. Fensterheber, isofix, Klimaautomatik, Metallic, Reifendruckkontrolle, Seitenairbag vorne, Servolenkung, Zentralverriegelung",14400
11993842,"MK Large schwarz","neu viel Stauraum war Geschenk kann nicht sagen ob orginal sieht so aus",80
11993841,"Renault Grand Scénic 1.5 dCi Dynamique EDC","Gepfleger Renault GrScénic aus 1. Hand",9300
11993840,"Seat Leon 1.8 T Cupra R","Chip Tuning 250 PS !, Winterräder Alu 16""",7400
11993839,"Seat Altea XL 1.8 TSI Style DSG","Plus 4 Winter Aluräder 16""",11400
11993838,"Honda Jazz 1.4i Exclusive","Plus 4 Winterräder",9900
11993837,"Fitnessgerät Kettler Multifunktionell","Fitnessgerät Kettler Multifunktionell
Bankdrücken, Sidecurl, Rumpfbeugen und vieles mehr - muss abheholt werden - wenig gebraucht",50
11993836,"Apple Watch Sport Nero","Causa passaggio a modello differente vendo apple watch sport nero.
Con scatola e tutti gli accessori originali (compreso doppio cinturino).
Modello da 38 mm.
Ottimo stato!
Solo seri interessati.",200
11993835,"Hohner Morino VN","Ab Service mit Nachstimmung....Jahrgang 1972 ohne Gewähr. Guter Zustand. wegen Nichtgebrauch  und Umsteigen  auf digitales Akkordeon.",2750
11993834,"Occasion Rollstuhl Otto Bock Avantgarde XXL 2","Neu-Auslieferung: Februar 2014        Neupreis CHF  4900.-
mit zusätzlichem Sitzkissen Varilite Meridian mit 2 Luftkammern Neupreis CHF 1110.-

Sitzbreite:   54 cm  Sitztiefe:    40 cm  Rückenhöhe:  40 cm
Sitzhöhe vorne:   46 cm  Sitzhöhe hinten:  43 cm  Unterschenkellänge: 43 cm
Rückenbespannung: Anpassbare Klettbänder
Rahmenfarbe:   Brillantsilber 
Greifring:   Aluminium Silber Eloxiert, Montage eng (Die Greifringe sind beschädigt und sollten ersetzt werden) 

Das Besondere am Rollstuhl Otto Bock  Avantgarde XXL 2:
Faltbarer Aktiv-/Adaptivrollstuhl
 Ausserordentliche Stabilität kombiniert mit einfacher Bedienbarkeit und zeitlosem Design sind die Stärken des Avantgarde XXL 2, der für die Ansprüche von grossen und kräftigen Menschen entwickelt wurde. Der robuste Grundaufbau sorgt für hohe Verlässlichkeit in jeder Situation. Die verbauten hochwertigen Materialien halten das Eigengewicht dabei so gering wie möglich.
 Rückenstabilisator
 Trommelbremse für Begleitperson
 Aluminium-Fussbrette",2700
11993833,"Neu gefütterte puma sneakers gr 38","Neu und ungetragen. Lässige puma schuhe gr 38. versand zzgl porto 7 fr möglich",45
11993832,"Portafoglio carpisa","portafoglio carpisa in buono stato",5
11993830,"Kinder Schlittschuhe","Schöne Kinder Schlittschuhe von Grösse 36  39 verstellbar.
Sehr guter Zustand - nur 1-2x benutzt.",15
11993829,"Schilet Grösse 116","Schönes wenig getragenes Schilet in grün-orange.",4
11993828,"Antiker Schrank","Biete einen alten,Schrank zum kauf an.Ideal zum restaurieren.Höhe 180 cm,breite 105 cm,tiefe 55 cm.Bei intresse NUR eine Sms an 0793699167 (keine Anrufe)",50
11993827,"Pedometro con pulsazioni","Vendo fitbit Charge HR viola, in perfetto stato, con garanzia! 
Usato pochissimo, vendo per mancato uso, acquistato 1 mese fa!
prezzo 110 trattabili!",110
11993826,"Sommerpneu 18"" neuwertig","225x40/18""
sommerreifen
neuwertig",150
11993825,"Völkl Racetiger SC UVO","Sehr gepflegter Ski, Modell 14/15
Völkl Racetiger SC UVO 
Nur 5x gefahren, neuwertig!
Länge: 160
Radius: 13m
Aufbau: Full Woodcore
Bindung: Marker XMotion 3-11
Neupreis 980.- CHF
Service: Kanten und Heisswachs gemacht",300
11993823,"TV Sessel / Kino Sessel / Game Sessel","Sessel, manuell verstellbar, Lehne sowie Fussablage unabhängig voneinander verstellbar, sehr bequem, kaum gebraucht, Kunstleder (pflegeleicht), Ablagen in den Armlehen (viel Platz), Drehtisch links oder rechts anzubringen oder kompl. entfernen

Masse: H 110cm, B 88cm, T 80cm

Habe 2 Stück. Preis pro Sessel 299.-
Beide Sessel für 550.-",299
11993822,"Benetton Daunenanzug Gr. 62","Weisser, kuschlig weicher und warmer Daunenanzug von Benetton in Gr. 62.
Der Anzug wurde selten gebraucht, ist fleckenfrei und ganz.

Der Daunenanzug eignet sich für den Kinderwagen, wie auch für den Maxi Cosi.
Da mit Hilfe eines Reissverschluss und Druckköpfen der untere Teil es Anzuges geteilt werden kann. 

Der Anzug darf bei uns abgeholt werden, oder wir versenden ihn für einen Aufpreis von 7CHF",30
11993821,"2x SWISS INDOORS 2016 FINAL TICKETS","Ich habe 2 Tickets für das Swiss Indoors Finale am 30.10.2016 zum Originalpreis abzugeben.

Es handelt sich dabei um zwei nebeneinander liegende Plätze im Sektor E der Nordtribüne. Ich gebe die Tickets für 340.- (170.- pro Ticket) ab.",340
11993820,"Brilliant 925 Ring","New Ring
6 7 8 9...",29
11993819,"PICCOLO ARMADIO DI LEGNO DI PINO","Bellissimo armadio in legno massiccio di abete non trattato 

(con chiave )

191 cm ALTO
122 cm LARGO,
 59 cm PRO

In ottimo stato !",300
11993818,"Holzeisenbahn","Schöne Holzeisenbahn aus Brio und Bea Stücken mit Tunnel, Brücken, Lokomotiven, Eisenbahnwagons, Häuser, Bäume, Figuren und vielem Zubehör.
In sehr gutem Zustand. Zum abholen.",30
11993817,"Samsung Galaxy S7","Samsung
Octa-Core
32 GB
4G, 
NFC
Bluetooth
Wi-Fi
5,5 ""
Android
12.0M",405
11993816,"Armadio","armadio guardaroba",500
11993815,"Übertöpfe / Töpfe / Pflanzentöpfe","Verkaufe 8 schöne, klassische Übertöpfe in ecru in verschiedenen Grössen inkl. Plastikinnentöpfe (nicht auf Bild). Qualitätsware hergestellt in Deutschland.

Sehr guter Zustand. Von jeder Topfgrösse (siehe Fotos von Etiketten...).
Neupreise siehe Fotos.
Total Neupreis ohne Plastikinnentöpfe: Fr. 100.-",45
11993814,"adidas SUPERSTAR, Hellblau (Wildleder)","Ich verkaufe meine Adidas Superstars, die so gut wie neu aussehen, wie auf den Bildern ersichtlich ist.
Grösse 38 2/3
Originalpreis: 119.- CHF

Nähe Voltaplatz/Kannenfeldplatz abzuholen",70
11993813,"VW Polo 1.4 16V Comfortline Frisch Ab MFK 14.09.2016*","**VW POLO 1.4 16V Comfortline Günstig**

Ausstattung

**Handschaltung 5 Gang**, Airbag Fahrer + Beigahrer**, Getränkedosenhalter**, Armehne hinten**, Aussenspiegel elektrisch einstellbar**,Schublade Beifahrer+Fahrerseite**, Elektrische Fensterheber**, Radio für CDs &  Kassette BLAUPUNKT**, 8 fachb beteift** und vieles mehr...**

Bemerkung

**Verkauft wird ein zuverlässiger VW Polo 1.4 16V Comfortline**, Top Austattung**, Ideal für Neulenker/Zweitwagen**, Sehr niedriger Verbrauch**, Auto wurde von einer Dame gefahren & stets gepflegt**, Schnäppchenpreis**
Auto ist sehr gepflegt**, Die Service wurden  termingerecht durchgeführt**, Zahnriemen wurde ersetzt**, Frisch Ab MFK 14.09.2016*
erst 121'900km**, Für den MFK wurden 1100.- investiert**
**ÜBERZEUGEN SIE SICH SELBER VON DIESEM TOLLEN ANGEBOT**

Die Service wurden durchgeführt mit:

1.       9129km***
2.     21057km***
3.     35070km***
4.     49590km***
5.     55760km***
6.     72708km***
7.     85341km***
8.   100387km***
9.   118870km***

***Bei Fragen stehe ich Ihnen gerne zur Verfügung** 078 83 16 950**",4700
11993812,"Iphone 6","16gb, IOS 10, spacegray, mit einer Apple Hülle dazu, keinen einzigen Hick, sieht aus wie neu, habe es vor kurzem neu bei Apple bekommen. Mit Kabel und Kopfhörer. Preis ist verhandelbar.",350
11993811,"SAC Taschenuhr ca. 1920/30 Rarität","Aus Erbschaft, Taschenuhr Schweizer Alpen Club, ca. 20er-30er Jahre. Die Uhr läuft zeitweise müsste aber wohl revidiert werden. Material mir nicht bekannt. Sehr schöne Gravuren. Besichtigung und Abholung in 3604 Thun, kein Versand, Danke.",150
11993810,"Frecce originali BMW S1000RR","Frecce originali BMW S1000RR.
In ottimo stato.
Mai montate.",30
11993809,"Porta vaso in ferro battuto","Altezza cm 33,50
Diagonale cm 26",30
11993808,"bmw x6 35i","bmw x6 35i 306ps
14 10 2010",32000
11993807,"Boxe","4 boxe jvc",20
11993805,"3 Cubes / Lichtwürfel mit Farbwechsel, 7x7x7 cm","Lichtwürfel aus weissem Kunststoff mit beständigem Farbwechsel. Batteriebetrieben (inkl. Batterien). Auch für Kinder geeignet, z.B. als Nachtlicht zum Einschlafen.
3 Stück, kaum gebraucht.

Abholung oder Versand.",5
11993804,"schöne Jacke abzugeben","Praktische Herbst/ Winter Jacke in gutem Zustand, günstig abzugeben
schöne Passform, tailliert mit Gurt
Kapuze kann abgenommen werden
Darf gerne besichtigt und anprobiert werden,
abholen in Bern oder Postversand +7 Fr.",30
11993803,"Bauermöbel zweiteilig","Büromöbel zweiteilig, Gesamthöhe : 2.00 m x Breite 1.30 m. Obere Teil: Höhe 110 cm x Breite ca. 120 cm. Guter Zustand mit Gebrauchsspuren, Barzahlung und muss abgeholt werden.",150
11993800,"Scarpe Nike KD8","Scarpe Nike KD8 colore viola/verde, numero 41 (EUR), 8 (US), come nuove, praticamente mai usate",85
11993799,"NSU Fox","Verkaufe meine NSU Fox als Bastlerobjekt.
Muss generell überholt werden. Stammt aus dem Jahr 1953. Motornummer 853 862
Fahrgestellnummer 1 673 926
Das mFahrzeug habe ich vor 15 Jahren als Übersiedlungsgut in die Schweiz eingeführt. Hat kein MFK.
Die Verzollungspapiere sind durch einen Wasserschaden verloren gegangen. Doch habe ich noch den deutschen Fahrzeugbrief noch.",2500
11993798,"Holzzwinger ""Villa"" mit Satteldach 2,0 x 3,0 m","Holzzwinger ""Villa"" mit Satteldach

SAUERLAND Zwinger aus Holz mit Satteldach
montagefertige Wandelemente, 20 mm Massivholz, imprägniert
Dach aus WS-Premium Trapezplatten mit Holz-Unterkonstruktion und Holzblende vorn
feuerverzinktes Rohrstabelement in der Front
Tür rechts im Rohrstabelement, nach innen öffnend, mit Riegel
Hundezwinger aus Holz ""Villa"" (Bausatz) aus imprägniertem Holz,
mit Satteldach,
Front mit Rohrabstand 5 oder 8 cm
(ohne Boden, Hütte und Futterset)

Holzzwinger 

2,0 x 3,0 m | Rohrabstand 8 cm

Artikelnr. HH-26230

Holzzwinger ""Villa"" mit Satteldach und Tür
Giebelhöhe ca. 2,30 m
Seitenwandhöhe ca. 2,00 m
Die ""Villa"" - der SAUERLAND Holz-Zwinger Bestseller

Der Preisschlager! Der Verkaufserfolg unserer ""Villa"" beruht auf optimal durchdachten Konstruktionsplänen, die in Zusammenarbeit mit Züchtern und Hundehaltern für ihre Hunde entstanden sind. Sie machen die ""Villa"" zu einem der besten Holz-Hundezwinger.
Ihr Vorteil: Die großen Produktionsstückzahlen ermöglichen es uns, solide handwerkliche Qualität zum günstigen Preis anzubieten.

Der Züchter empfiehlt: Das Rohrstabsystem. Die senkrecht stehenden Stäbe bieten dem Hund keine Möglichkeit zum Aufspringen und Klettern. Haltungsschäden, Verletzungen und übermäßige Aggressivität werden von vornherein ausgeschlossen.

Montage:
Die ""Villa"" wird in montagefertigten Elementen geliefert. Die Montage ist schnell und einfach durch mitgeliefertes Montagematerial mit Montageanleitung.

Maße:

Erhältlich in Standardbreite 3 oder 4 m und -tiefe 2 oder 3 m.

Materialbeschreibung:

Technische Merkmale:
3,5-seitig geschlossene Wände
Front:
Sie besteht aus einem 1 oder 2 m breiten geschlossenen Holzelement (abhängig von der Zwingerbreite, 3 oder 4 m) und einem 2 m breiten feuerverzinkten Rohrstabelement mit Tür.
Tür:
Sie ist rechts im Element und geht nach innen auf. Der Türriegel kann mit einem Schloss gesichert werden.
Wandelemente:
Bestehen aus 20 mm starken nordischen Nut- und Feder- Profilhölzern auf einer stabilen Kantholzkonstruktion, braun imprägniert.
Dach:

WS-Premium Trapezplatten:

hoch witterungsbeständig
hoch temperaturbeständig
gute Schall- und Wärmedämmeigenschaften
Farbe: Oberseite aluminiumgrau, Unterseite schwarz
besonders leichte Montage mit zum Patent angemeldeten ""Ein Mann DrehQuick""- Abstandshaltern
Montagewerkzeug wird mitgeliefert

auf stabiler Holzunterkonstruktion
Holzzierblende vorn

Verzinkung:
Alle Metallelemente sind im Vollbad feuerverzinkt.

Neuware!!!
Gefällt Ihnen dieser Artikel?
Versandkosten pauschal nur CHF 9.95. Lieferzeit ca. 3-9 Werktage. 24 Monate Garantie.
Zahlung per Paypal, Einzahlungsschein oder Bankzahlung.
Dieses und viele weitere Angebote inkl. vollständige Produktbeschreibungen und Preise erhalten Sie in unserem Shop:
Zoodiscounter24",1749
11993797,"Schnaps-Tankstelle","- Neu (original verpackt)
- super geeignet als Geschenk
- muss in Adetswil abgeholt werden",25
11993796,"Piagio roller für bastler","piagio roller für badtler 50 cc",150
11993795,"Damen - Neoprenanzug","kurzer einteiliger Neoprenanzug 2,5mm dick, Reissverschluss vorne 
Marke Cressi Playa
Grösse L/4
Farbe: schwarz, hellblau, orange
kaum getragen wie neu",50
11993794,"Kinderfahrzeug Smoby Bubble Go","Wir haben den Bubble Go geschenkt bekommen und konnten es nur einmal gebrauchen, da unser Sohn zu gross dafür ist. Der Bubble Go ist ein multifunktionales 2-in-1 Fahrzeug: Schiebewagen und Rutscherfahrzeug. 

6 bis 15 Monate: ein ergonomischer Schalensitz sorgt für Sitzkomfort und beschützenden Halt. In den Sitz integriert ist die höhenverstellbare Schiebestange mit Flaschenhalter, die direkt mit den Vorderrädern verbunden ist. Dieses patentierte Lenksystem ermöglicht es den Eltern, bequem die Steuerung zu übernehmen. Ein verstellbarer Sicherheitsgurt und das farbenfrohe Sonnendach sorgen für zuverlässigen Schutz. Mit dem abnehmbaren Spiel-Aufsatz für das Lenkrad kommt keine Langeweile auf! 

Ab ca. 16 Monaten: Der Sitz inklusive allen Zubehörs lässt sich spielend leicht abnehmen. Jetzt können kleine Entdecker auf ihrem Rutscher selbstständig die Welt entdecken. Bemerkbar machen sie sich mit der lustigen elektronischen Hupe, denn die flüsterleisen Räder sorgen für eine höchst geräuscharme Fortbewegung. Im Staufach unter dem Sitz können Lieblingsspielzeuge mit auf Abenteuerfahrt gehen.",90
11993793,"Sideboard - 2","Gut erhaltenes Sideboard Länge 2400 cm
Höhe 40 cm Breite 41 cm",230
11993792,"Auto-Kindersitz","Von Grosseltern, wenig gebrauchten Auto-Kindersitz zu verkaufen.
Marke Chicco, Grösse 9- 36 kg,rot-schwarz",30
